No,Date,Month,Ticket number,W/O number,Category,Discirption,Location,Teams,Amount,Released Date,Days Taken,W/O Status,
685,15-Oct-25,,IM-1-12614012011,WO/47891,Welding & Painting,REDACTED,REDACTED,T1 Painting,$178.40 ,15-Oct-25,,Closed,
686,15-Oct-25,,IM-1-12614012157,WO/47896,Plumbing,REDACTED,REDACTED,T1 Plumbing,$154.00 ,15-Oct-25,,Closed,
687,15-Oct-25,,CTAL-124078,WO/47648,Masonry,REDACTED,REDACTED,Aljazeera II,$143.00 ,15-Oct-25,,Closed,
688,15-Oct-25,,RFS-1-12612800385,WO/47904,Masonry,REDACTED,REDACTED,T1 Masonry,"$1,376.60 ",,,Rejected,
689,16-Oct-25,,IM-1-12576108934,WO/47469,Welding & Painting,REDACTED,REDACTED,Welding,"$1,304.20 ",16-Oct-25,,Closed,
690,16-Oct-25,,RFS-1-12609093789,WO/47912,Masonry,REDACTED,REDACTED,Team 3,$145.00 ,16-Oct-25,,Closed,
691,16-Oct-25,,RFS-1-12616826857,WO/47916,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$660.00 ,16-Oct-25,,Closed,
692,16-Oct-25,,RFS-1-12615910758,WO/47926,Plumbing,REDACTED,REDACTED,T1 Plumbing,$258.00 ,16-Oct-25,,Closed,
693,16-Oct-25,,RFS-1-12616960169,WO/47924,Masonry,REDACTED,REDACTED,T1 Masonry,$437.10 ,16-Oct-25,,Closed,
694,16-Oct-25,,CT-02796,WO/47910,Plumbing,REDACTED,REDACTED,,$138.80 ,16-Oct-25,,Approved,
695,16-Oct-25,,IM-1-12522533195,WO/47922,Welding & Painting,REDACTED,REDACTED,T1 Painting,$172.90 ,16-Oct-25,,Closed,
696,16-Oct-25,,IM-1-12612537178,WO/47923,Welding & Painting,REDACTED,REDACTED,Team 2 ,$694.40 ,16-Oct-25,,Closed,
697,16-Oct-25,,CT-02732,WO/47911,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$284.00 ,16-Oct-25,,Closed,
698,16-Oct-25,,CT-02797,WO/47915,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$177.60 ,10/16/2025,,Closed,
699,16-Oct-25,,IM-1-12615356741,WO/47920,Plumbing,REDACTED,REDACTED,T1 Plumbing,$431.00 ,16-Oct-25,,Approved,
700,18-Oct-25,,IM-1-12607781225,WO/47933,Carpentry RF,REDACTED,REDACTED,Team 4,"$1,727.16 ",19-Oct-25,,Approved,
701,18-Oct-25,,RFS-1-12616735979,WO/47944,Plumbing,REDACTED,REDACTED,Team 2 ,$606.75 ,20-Oct-25,,Closed,
702,18-Oct-25,,CT-02802,WO/47932,Plumbing,REDACTED,REDACTED,T1 Plumbing,"$1,402.00 ",19-Oct-25,,Closed,
703,19-Oct-25,,IM-1-12616015877,WO/47949,Plumbing,REDACTED,REDACTED,Team 4,$74.10 ,19-Oct-25,,Closed,
704,19-Oct-25,,CT-02761,WO47957,Plumbing,REDACTED,REDACTED,Team 4,$92.80 ,19-Oct-25,,Closed,
705,19-Oct-25,,CT-02807,WO/47958,Plumbing,REDACTED,REDACTED,T1 Plumbing,$28.50 ,19-Oct-25,,Closed,3
706,19-Oct-25,,RFS-1-12615619610,WO/47960,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$53.60 ,19-Oct-25,,Closed,
707,19-Oct-25,,CT-02806,WO/47941,Plumbing,REDACTED,REDACTED,Team 4,$93.98 ,19-Oct-25,,Closed,
708,19-Oct-25,,CT-02805,WO/47940,Welding & Painting,REDACTED,REDACTED,T1 Painting,$507.20 ,19-Oct-25,,Closed,
709,19-Oct-25,,IM-1-12616784480,WO/47959,Welding & Painting,REDACTED,REDACTED,Team 2 ,$464.00 ,19-Oct-25,,Closed,
710,20-Oct-25,,IM-1-12589446422,WO/47771,Masonry,REDACTED,REDACTED,Team 3,$144.00 ,21-Oct-25,,Closed,
711,20-Oct-25,,IM-1-12620420891,WO/47965,Plumbing,REDACTED,REDACTED,T1 Plumbing,$801.05 ,20-Oct-25,,Approved,
712,20-Oct-25,,CT-02814,WO/47966,Plumbing,REDACTED,REDACTED,T1 Plumbing,$865.50 ,20-Oct-25,,Closed,
713,20-Oct-25,,RFS-1-12620786909,WO/47969,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$222.00 ,20-Oct-25,,Closed,
714,20-Oct-25,, RFS-1-12620749212,WO/47970,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$137.16 ,20-Oct-25,,Approved,
715,20-Oct-25,,IM-1-12586439937,WO/47974,Carpentry FF,REDACTED,REDACTED,Team 3,$222.00 ,20-Oct-25,,Closed,
716,20-Oct-25,,IM-1-12616736166,"WO/47985",Plumbing,REDACTED,REDACTED,Team 5,$251.66 ,21-Oct-25,,Closed,
717,21-Oct-25,,RFS-1-12616827381,WO/47976,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$231.28 ,21-Oct-25,,Approved,
718,21-Oct-25,,CT-02819,WO/47983,Carpentry FF,REDACTED,REDACTED,Team 4,$752.00 ,21-Oct-25,,Closed,
719,21-Oct-25,,IM-1-12621192310,WO/47986,Plumbing,REDACTED,REDACTED,T1 Plumbing,$348.00 ,22-Oct-25,,Closed,
720,21-Oct-25,,CT-02818,WO/47979,Welding & Painting,REDACTED,REDACTED,T1 Painting,$953.20 ,21-Oct-25,,Closed,
721,21-Oct-25,,RFS-1-12620748805,WO/47975,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$56.00 ,21-Oct-25,,Closed,
722,21-Oct-25,,IM-1-12621103465,WO/47977,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,21-Oct-25,,Closed,
723,21-Oct-25,,CT-02820,WO/47984,Plumbing,REDACTED,REDACTED,Team 3,$122.50 ,21-Oct-25,,Closed,
724,22-Oct-25,,CT-02821,WO/47988,Plumbing,REDACTED,REDACTED,Team 5,$596.50 ,22-Oct-25,,Closed,
725,22-Oct-25,,IM-1-12621265774,WO/47989,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$657.48 ,22-Oct-25,,Closed,
726,22-Oct-25,,IM-1-12614011716,WO/47990,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$242.28 ,22-Oct-25,,Closed,
727,22-Oct-25,,IM-1-12621056391,WO/47995,Welding & Painting,REDACTED,REDACTED,T1 Painting,$244.80 ,22-Oct-25,,Closed,
728,22-Oct-25,,CT-02825,WO/48003,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$84.00 ,22-Oct-25,,Approved,
729,22-Oct-25,,IM-1-12582514241 ,WO/47994,Plumbing,REDACTED,REDACTED,Team 5,$284.00 ,22-Oct-25,,Closed,
730,22-Oct-25,,CT-02827,"WO/48010",Carpentry RF,REDACTED,REDACTED,Team 2 ,$609.10 ,23-Oct-25,,Approved,
731,22-Oct-25,,IM-1-12586439937,WO/47951,Carpentry FF,REDACTED,REDACTED,Team 2 ,$689.12 ,22-Oct-25,,Closed,
732,22-Oct-25,,IM-1-12507057213,WO/46005,Carpentry RF,REDACTED,REDACTED,Team 4,"$1,139.40 ",22-Oct-25,,Approved,
733,22-Oct-25,,CT-02829,WO/48000,Welding & Painting,REDACTED,REDACTED,T1 Painting,$408.10 ,22-Oct-25,,Closed,
734,22-Oct-25,,CT-02830,WO/48007,Welding & Painting,REDACTED,REDACTED,T1 Painting,"$2,204.80 ",22-Oct-25,,Closed,
735,22-Oct-25,,CT-02831,WO/48011,Welding & Painting,REDACTED,REDACTED,T1 Painting,"$2,928.20 ",22-Oct-25,,Closed,
736,22-Oct-25,,CT-02809,WO/47946,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$960.42 ,22-Oct-25,,Closed,
737,23-Oct-25,,IM-1-12607592207,WO/48013,Masonry,REDACTED,REDACTED,T1 Masonry,$600.50 ,23-Oct-25,,Closed,
738,23-Oct-25,,IM-1-12624053743,WO/48020,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$320.00 ,23-Oct-25,,Closed,
739,23-Oct-25,,IM-1-12621507467,WO/48018,Plumbing,REDACTED,REDACTED,T1 Plumbing,$314.50 ,23-Oct-25,,Approved,
740,23-Oct-25,,CT-02836 ,"WO/48023",Plumbing,REDACTED,REDACTED,Team 2 ,$122.00 ,23-Oct-25,,Closed,
741,23-Oct-25,,CT-02836 ,WO/48022,Plumbing,REDACTED,REDACTED,T1 Plumbing,$422.56 ,23-Oct-25,,Closed,
742,23-Oct-25,,IM-1-12618213943,WO/48036,Carpentry FF,REDACTED,REDACTED,Team 4,$257.00 ,,,Rejected,
743,23-Oct-25,,IM-1-12621351257,WO/48030,Carpentry FF,REDACTED,REDACTED,Team 4,$92.00 ,23-Oct-25,,Closed,
744,23-Oct-25,,IM-1-12573297924,WO/48029,Carpentry FF,REDACTED,REDACTED,Team 4,$59.80 ,23-Oct-25,,Closed,
745,23-Oct-25,,IM-1-12610252327,WO/48038,Carpentry FF,REDACTED,REDACTED,Team 4,$142.44 ,,,Rejected,
746,23-Oct-25,,IM-1-12623949934,WO/48042,Carpentry RF,REDACTED,REDACTED,Team 4,"$1,039.20 ",9-Feb-26,,Closed,
747,23-Oct-25,,RFS-1-12494192380,WO/48044,Carpentry FF,REDACTED,REDACTED,Team 4,$498.85 ,,,Rejected,
748,23-Oct-25,,IM-1-12565885870,WO/48025,Carpentry FF,REDACTED,REDACTED,Team 4,$213.08 ,,,Closed,
749,23-Oct-25,,CT-02838,WO/48026,Welding & Painting,REDACTED,REDACTED,Team 3,$195.60 ,23-Oct-25,,Closed,
750,25-Oct-25,,IM-1-12621351072,WO/48047,Carpentry RF,REDACTED,REDACTED,Team 4,"$1,136.70 ",29-Oct-25,,Approved,
751,25-Oct-25,,IM-1-12623988197 ,"WO/48058",Plumbing,REDACTED,REDACTED,Team 5,$96.90 ,26-Oct-25,,Closed,
752,25-Oct-25,,IM-1-12623938518,WO/48061,Plumbing,REDACTED,REDACTED,Team 5,"$1,241.40 ",26-Oct-25,,Closed,
753,25-Oct-25,,IM-1-12625358319,WO/48066,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$14.40 ,26-Oct-25,,Closed,
754,26-Oct-25,,IM-1-12608872851,WO/48041,Carpentry FF,REDACTED,REDACTED,Team 4,$136.50 ,26-Oct-25,,Closed,
755,26-Oct-25,,IM-1-12621350903,WO/48043,Carpentry RF,REDACTED,REDACTED,Team 4,"$1,136.70 ",26-Oct-25,,Approved,
756,26-Oct-25,,IM-1-12621192134,WO/48045,Carpentry FF,REDACTED,REDACTED,Team 4,$21.60 ,26-Oct-25,,Closed,
757,26-Oct-25,,IM-1-12591155111,WO/48048,Carpentry FF,REDACTED,REDACTED,Team 4,$138.54 ,26-Oct-25,,Closed,
758,26-Oct-25,,RFS-1-12603051598,WO/48049,Carpentry RF,REDACTED,REDACTED,Team 3,"$1,759.00 ",26-Oct-25,,Approved,
759,26-Oct-25,,IM-1-12621238826,WO/48052,Welding & Painting,REDACTED,REDACTED,Welding,$62.00 ,26-Oct-25,,Closed,
760,26-Oct-25,,IM-1-12623938518,WO/48063,Plumbing,REDACTED,REDACTED,Team 5,$245.00 ,26-Oct-25,,Closed,
761,26-Oct-25,,IM-1-12625447217,WO/48064,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$150.00 ,26-Oct-25,,Closed,
762,26-Oct-25,,IM-1-12623399546,WO/48069,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$744.00 ,26-Oct-25,,Approved,
763,26-Oct-25,,RFS-1-12622564064,WO/48070,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$128.70 ,26-Oct-25,,Closed,
764,26-Oct-25,,CT-02817,WO/48071,Welding & Painting,REDACTED,REDACTED,T1 Painting,$625.10 ,27-Oct-25,,Closed,
765,26-Oct-25,,CT-02847,WO/48068,Welding & Painting,REDACTED,REDACTED,Team 2 ,"$2,661.50 ",26-Oct-25,,Closed,
766,26-Oct-25,, IM-1-12586439937,WO/48086,Carpentry FF,REDACTED,REDACTED,Team 5,$282.50 ,26-Oct-25,,Closed,
767,26-Oct-25,,IM-1-12623492302,WO/48055,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$14.40 ,26-Oct-25,,Closed,
768,26-Oct-25,,CT-02837,WO/48024,Plumbing,REDACTED,REDACTED,T1 Plumbing,$986.05 ,26-Oct-25,,Closed,
769,27-Oct-25,,CT-02842 ,WO/48090,Plumbing,REDACTED,REDACTED,T1 Plumbing,$770.56 ,28-Oct-25,,Closed,
770,27-Oct-25,,IM-1-12628112189,WO/48091,Plumbing,REDACTED,REDACTED,T1 Plumbing,$149.00 ,27-Oct-25,,Approved,
771,27-Oct-25,,CT-02826,WO/48093,Welding & Painting,REDACTED,REDACTED,Team 4,"$1,025.40 ",27-Oct-25,,Closed,
772,27-Oct-25,,RFS-1-12621351217,WO/48094,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$159.08 ,27-Oct-25,,Closed,
773,27-Oct-25,,IM-1-12623987898,WO/48095,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$529.44 ,2-Nov-25,,Closed,
774,27-Oct-25,,IM-1-12629930495,WO/48096,Plumbing,REDACTED,REDACTED,T1 Plumbing,$346.50 ,27-Oct-25,,Closed,
775,27-Oct-25,,IM-1-12625702494 ,WO/48097,Masonry,REDACTED,REDACTED,Team 2 ,"$1,265.00 ",27-Oct-25,,Approved,
776,27-Oct-25,,IM-1-12629631276,WO/48098,Carpentry RF,REDACTED,REDACTED,Team 3,$597.00 ,29-Oct-25,,Closed,
777,27-Oct-25,,IM-1-12630924405,WO/48099,Plumbing,REDACTED,REDACTED,Team 5,$305.00 ,29-Oct-25,,Closed,
778,27-Oct-25,,RFS-1-12629630809,WO/48100,Masonry,REDACTED,REDACTED,Team 4,$864.24 ,30-Oct-25,,Closed,
779,27-Oct-25,,CT-02850,WO/48076,Plumbing,REDACTED,REDACTED,T1 Plumbing,$957.80 ,27-Oct-25,,Closed,
780,27-Oct-25,,CT-02861,W0/48092,Plumbing,REDACTED,REDACTED,T1 Plumbing,$492.48 ,27-Oct-25,,Closed,
781,28-Oct-25,,IM-1-12620083373,WO/48107,Plumbing,REDACTED,REDACTED,Team 4,$95.00 ,29-Oct-25,,Closed,
782,28-Oct-25,,RFS-1-12606971800,WO/48108,Welding & Painting,REDACTED,REDACTED,Team 4,$456.30 ,,,Rejected,
783,28-Oct-25,,IM-1-12623851997,WO/48109,Welding & Painting,REDACTED,REDACTED,Team 4,$148.00 ,29-Oct-25,,Closed,
784,28-Oct-25,,IM-1-12625420678,WO/48110,Plumbing,REDACTED,REDACTED,Team 4,$769.55 ,28-Oct-25,,Closed,
785,28-Oct-25,,IM-1-12623851971,WO/48114,Masonry,REDACTED,REDACTED,Team 4,$338.58 ,29-Oct-25,,Closed,
786,28-Oct-25,,IM-1-12629630730,WO/48115,Masonry,REDACTED,REDACTED,Team 4,$252.00 ,29-Oct-25,,Closed,
787,28-Oct-25,,IM-1-12607710028,WO/48117,Masonry,REDACTED,REDACTED,Team 4,$54.50 ,29-Oct-25,,Closed,
788,28-Oct-25,,IM-1-12629631111,WO/48120,Plumbing,REDACTED,REDACTED,Team 4,"$2,161.45 ",28-Oct-25,,Closed,
789,28-Oct-25,,IM-1-12631599134,WO/48122,Plumbing,REDACTED,REDACTED,T1 Plumbing,$156.25 ,29-Oct-25,,Closed,
790,28-Oct-25,,IM-1-12629631111,WO/48124,Plumbing,REDACTED,REDACTED,Team 4,$122.00 ,29-Oct-25,,Closed,
791,28-Oct-25,,IM-1-12630924295,"WO/48125",Plumbing,REDACTED,REDACTED,T1 Plumbing,$296.25 ,29-Oct-25,,Closed,
792,28-Oct-25,,IM-1-1261281163,WO/48129,Carpentry RF,REDACTED,REDACTED,Team 4,$399.20 ,,,Approved,
793,28-Oct-25,,IM-1-12621102612,WO/48130,Welding & Painting,REDACTED,REDACTED,T1 Painting,$796.60 ,29-Oct-25,,Closed,
794,28-Oct-25,, IM-1-12628112309,WO/48131,Welding & Painting,REDACTED,REDACTED,Team 5,$96.50 ,29-Oct-25,,Closed,
795,28-Oct-25,,CT-02873,WO/48133,Plumbing,REDACTED,REDACTED,T1 Plumbing,$411.00 ,29-Oct-25,,Closed,
796,28-Oct-25,,IM-1-12622064333,WO/48137,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$745.60 ,,,Approved,
797,28-Oct-25,,IM-1-12618511679,WO/48138,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$348.00 ,29-Oct-25,,Approved,
798,28-Oct-25,,IM-1-12562558985,WO/48139,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$360.00 ,29-Oct-25,,Approved,
799,28-Oct-25,,IM-1-12625174597,WO/48140,Carpentry RF,REDACTED,REDACTED,Team 4,"$1,136.70 ",29-Oct-25,,Approved,
800,28-Oct-25,,IM-1-1268854865,WO/48141,Carpentry RF,REDACTED,REDACTED,Team 4,$735.20 ,29-Oct-25,,Closed,
801,28-Oct-25,,IM-1-12629930613,WO/48104,Plumbing,REDACTED,REDACTED,T1 Plumbing,$245.00 ,28-Oct-25,,Closed,
802,28-Oct-25,,CT-02869,WO/48116,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$139.40 ,29-Oct-25,,Approved,
803,29-Oct-25,,IM-1-12618138883,WO/48142,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$704.12 ,,,Rejected,
804,29-Oct-25,,IM-1-12590678210,WO/48144,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$866.16 ,4-Nov-25,,Closed,
805,29-Oct-25,,RFS-1-12628112283,WO/48146,Carpentry RF,REDACTED,REDACTED,Team 4,$12.00 ,2-Nov-25,,Closed,
806,29-Oct-25,,IM-1-12620083443,WO/48147,Carpentry FF,REDACTED,REDACTED,Team 4,$92.10 ,29-Oct-25,,Closed,
807,29-Oct-25,,IM-1-12625589008,WO/48148,Carpentry FF,REDACTED,REDACTED,Team 4,$28.70 ,29-Oct-25,,Closed,
808,29-Oct-25,,IM-1-12621102612,WO/48151,Masonry,REDACTED,REDACTED,T1 Masonry,"$1,465.00 ",30-Oct-25,,Closed,
809,29-Oct-25,,RFS-1-12631654469,WO/48153,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$113.64 ,30-Oct-25,,Closed,
810,29-Oct-25,,CT-02871,WO/48149,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$44.40 ,29-Oct-25,,Closed,
811,29-Oct-25,,CT-02853,WO/48143,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$88.20 ,29-Oct-25,,Approved,
812,29-Oct-25,,CT-02815,WO/48145,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$501.76 ,29-Oct-25,,Closed,
813,29-Oct-25,,CT-02834,WO/48135,Carpentry FF,REDACTED,REDACTED,Team 4,"$1,047.68 ",29-Oct-25,,Closed,
814,30-Oct-25,,RFS-1-12633120520,WO/48169,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$181.29 ,,,Rejected,
815,30-Oct-25,,RFS-1-12615783722,WO/48170,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$324.00 ,,,Rejected,
816,30-Oct-25,,IM-1-12621103413,WO/48171,Plumbing,REDACTED,REDACTED,T1 Plumbing,$168.50 ,30-Oct-25,,Closed,
817,30-Oct-25,,IM-1-12633632219,WO/48172,Welding & Painting,REDACTED,REDACTED,T1 Painting,$51.50 ,30-Oct-25,,Closed,
818,30-Oct-25,,IM-1-12625287442,WO/48173,Welding & Painting,REDACTED,REDACTED,T1 Painting,$259.00 ,3-Nov-25,,Closed,
819,30-Oct-25,,IM-12628112053,WO/48176,Welding & Painting,REDACTED,REDACTED,T1 Painting,$355.30 ,,,Rejected,
820,30-Oct-25,,IM-1-12630923772,WO/48177,Welding & Painting,REDACTED,REDACTED,T1 Painting,$86.00 ,30-Oct-25,,Closed,
821,30-Oct-25,,RFS-1-12635835560,WO/48179,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$69.00 ,30-Oct-25,,Closed,
822,30-Oct-25,,RFS-1-12633043581,WO/4818,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$102.76 ,30-Oct-25,,Closed,
823,30-Oct-25,,IM-1-2635116058,WO/48174,Plumbing,REDACTED,REDACTED,T1 Plumbing,"$1,466.55 ",3-Nov-25,,Closed,
824,30-Oct-25,,M-1-12635899506 ,"WO/48168",Plumbing,REDACTED,REDACTED,T1 Plumbing,$384.50 ,3-Nov-25,,Closed,
825,30-Oct-25,,IM-1-12635376526,WO/48181,Plumbing,REDACTED,REDACTED,Team 2 ,$980.00 ,3-Nov-25,,Closed,
826,30-Oct-25,,IM-1-12623399520,WO/48182,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$336.00 ,30-Oct-25,,Approved,
827,30-Oct-25,,IM-1-12628111942,WO/48183,Masonry,REDACTED,REDACTED,Team 2 ,"$1,370.00 ",,,Rejected,
828,30-Oct-25,,IM-1-12628111917,WO/48185,Masonry,REDACTED,REDACTED,Team 2 ,"$1,370.00 ",3-Nov-25,,Closed,
829,30-Oct-25,,CT-02880,WO/48191,Plumbing,REDACTED,REDACTED,T1 Plumbing,$293.25 ,3-Nov-25,,Closed,
830,30-Oct-25,,IM-1-12622006255,WO/48192,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$549.00 ,11-Nov-25,,Closed,
831,30-Oct-25,,RFS-1-12633043581,WO/48180,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$102.76 ,30-Oct-25,,Closed,
832,1-Nov-25,,IM-1-12635646013,WO/48198,Plumbing,REDACTED,REDACTED,Team 5,$65.35 ,2-Nov-25,,Closed,
833,1-Nov-25,,IM-1-12635116033,WO/48197,Plumbing,REDACTED,REDACTED,Team 5,$140.90 ,2-Nov-25,,Closed,
834,1-Nov-25,,IM-1-12635115704,WO/48196,Plumbing,REDACTED,REDACTED,Team 5,$112.30 ,2-Nov-25,,Closed,
835,1-Nov-25,,RFS-1-12635836207,WO/48200,Plumbing,REDACTED,REDACTED,T1 Plumbing,$119.50 ,2-Nov-25,,Closed,
836,1-Nov-25,,RFS-1-12635836177,WO/48203,Plumbing,REDACTED,REDACTED,T1 Plumbing,$376.40 ,2-Nov-25,,Closed,
837,1-Nov-25,,RFS-1-12636784511,WO/48205,Welding & Painting,REDACTED,REDACTED,Welding,$145.40 ,2-Nov-25,,Closed,
838,1-Nov-25,,IM-1-12635116381,WO/48206,Plumbing,REDACTED,REDACTED,Team 4,$167.00 ,2-Nov-25,,Closed,
839,1-Nov-25,,IM-1-12637288260,WO/48207,Plumbing,REDACTED,REDACTED,T1 Plumbing,$73.35 ,2-Nov-25,,Approved,
840,1-Nov-25,,IM-1-12637287781,"WO/48209",Welding & Painting,REDACTED,REDACTED,Team 3,$312.00 ,2-Nov-25,,Closed,
841,1-Nov-25,,IM-1-12637287913,WO/48210,Plumbing,REDACTED,REDACTED,Team 2 ,$921.12 ,2-Nov-25,,Closed,
842,1-Nov-25,,IM-1-12637287913,WO/48211,Plumbing,REDACTED,REDACTED,Team 2 ,$244.00 ,2-Nov-25,,Closed,
843,1-Nov-25,,IM-1-12635972792,WO/48212,Plumbing,REDACTED,REDACTED,Team 2 ,$452.50 ,2-Nov-25,,Closed,
844,1-Nov-25,,RFS-1-12636694874,WO/48213,Carpentry FF,REDACTED,REDACTED,Team 2 ,$164.44 ,2-Nov-25,,Closed,
845,1-Nov-25,,CT-02865,WO/48214,Welding & Painting,REDACTED,REDACTED,Team 5,"$1,643.10 ",2-Nov-25,,Approved,
846,1-Nov-25,,CT-02870,WO/48199,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$447.72 ,2-Nov-25,,Closed,
847,2-Nov-25,,IM-1-12633631882,WO/48222,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$55.00 ,3-Nov-25,,Closed,
848,2-Nov-25,,IM-1-12640185433,WO/48235,Welding & Painting,REDACTED,REDACTED,T1 Painting,$86.20 ,3-Nov-25,,Approved,
849,2-Nov-25,,RFS-1-12639825829,WO/48237,Welding & Painting,REDACTED,REDACTED,T1 Painting,$277.40 ,3-Nov-25,,Closed,
850,3-Nov-25,,RFS-1-12642236127 ,"WO/48242",Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,3-Nov-25,,Closed,
851,3-Nov-25,,IM-1-12641193661,WO/48244,Plumbing,REDACTED,REDACTED,T1 Plumbing,$294.00 ,3-Nov-25,,Closed,
852,3-Nov-25,,IM-1-12640185466,WO/48250,Masonry,REDACTED,REDACTED,T1 Masonry,$132.50 ,4-Nov-25,,Closed,
853,3-Nov-25,,IM-1-12586398388,WO/47517,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,"$1,209.82 ",3-Nov-25,,Closed,
854,3-Nov-25,,IM-1-12636739661,WO/48252,Plumbing,REDACTED,REDACTED,T1 Plumbing,"$1,348.81 ",4-Nov-25,,Closed,
855,3-Nov-25,,CT-02892,WO/48255,Plumbing,REDACTED,REDACTED,T1 Plumbing,$150.00 ,4-Nov-25,,Closed,
856,3-Nov-25,,RFS-1-12633044067,WO/48178,Welding & Painting,REDACTED,REDACTED,Welding,$147.20 ,4-Nov-25,,Closed,
857,3-Nov-25,,RFS-1-12640185367,WO/48254,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$403.80 ,4-Nov-25,,Closed,
858,4-Nov-25,,RFS-1-12638509498,WO/48259,Welding & Painting,REDACTED,REDACTED,Team 4,$226.40 ,4-Nov-25,,Closed,
859,4-Nov-25,,IM-1-12642803229,WO/48262,Welding & Painting,REDACTED,REDACTED,T1 Painting,$286.10 ,4-Nov-25,,Closed,
860,4-Nov-25,,RFS-1-12642338762,WO/48268,Welding & Painting,REDACTED,REDACTED,Welding,"$1,741.00 ",16-Nov-25,,Closed,
861,4-Nov-25,,RFS-1-12643151994,WO/48274,Masonry,REDACTED,REDACTED,T1 Masonry,$439.16 ,,,Rejected,
862,4-Nov-25,,RFS-1-12642405071,W0/48276,Welding & Painting,REDACTED,REDACTED,Welding,"$1,266.80 ",4-Nov-25,,Closed,
863,5-Nov-25,,IM-1-12635899723,WO/48295,Welding & Painting,REDACTED,REDACTED,T1 Painting,$512.40 ,13-Nov-25,,Closed,
864,5-Nov-25,,IM-1-12644927674,WO/48292,Plumbing,REDACTED,REDACTED,T1 Plumbing,$294.50 ,5-Nov-25,,Closed,
865,5-Nov-25,,IM-1-12639331088,WO/48298,Plumbing,REDACTED,REDACTED,T1 Plumbing,$122.00 ,5-Nov-25,,Closed,
866,5-Nov-25,,RFS-1-12639331474,"WO/48299",Masonry,REDACTED,REDACTED,T1 Masonry,$0.00 ,5-Nov-25,,Rejected,
867,5-Nov-25,,IM-1-12629631111,WO/48311,Masonry,REDACTED,REDACTED,Team 4,$501.38 ,13-Nov-25,,Closed,
868,5-Nov-25,,RFS-1-12636695310,WO/48318,Masonry,REDACTED,REDACTED,T1 Masonry,$147.15 ,,,Rejected,
869,5-Nov-25,,CT-02898,WO/48296,Plumbing,REDACTED,REDACTED,T1 Plumbing,$123.00 ,5-Nov-25,,Closed,
870,5-Nov-25,,CT-02899,WO/48301,Plumbing,REDACTED,REDACTED,T1 Plumbing,$245.00 ,5-Nov-25,,Approved,
871,5-Nov-25,,CT-02897,WO/48290,Welding & Painting,REDACTED,REDACTED,T1 Painting,"$1,022.80 ",5-Nov-25,,Closed,
872,6-Nov-25,,RFS-1-12642405071,WO/48335,Masonry,REDACTED,REDACTED,T1 Masonry,$72.50 ,13-Nov-25,,Closed,
873,6-Nov-25,,IM-1-12646252998,WO/48336,Masonry,REDACTED,REDACTED,T1 Masonry,$207.00 ,20-Nov-25,,Approved,
